S.No,Sector,Portal Name,Portal URL,Status
1655,Health & Family welfare,"Chief Minister's Comprehensive Health Insurance Scheme, Tamil Nadu",https://cmchistn.com/,Working
1656,Health & Family welfare,Child Adoption Resource Information &amp; Guidance System,https://carings.wcd.gov.in/,Server Error
1657,Health & Family welfare,Chittaranjan National Cancer Institute (CNCI),https://www.cnci.ac.in/,Dead (404)
1658,Health & Family welfare,(Error: Message: no such element: Unab),(Error),Extraction Error
1659,Health & Family welfare,(Error: Message: no such element: Unab),(Error),Extraction Error
1660,Health & Family welfare,"Commissionerate of Food &amp; Drugs Administration, Assam",https://fda.assam.gov.in/,Working
1661,Health & Family welfare,"Commissionerate of Health &amp; Family Welfare Service, Karnataka",https://hfwcom.karnataka.gov.in/,Working
1662,Health & Family welfare,"Commissionerate of Health &amp; Family Welfare, Andhra Pradesh",https://cfw.ap.nic.in/,Working
1663,Health & Family welfare,"Commissionerate of Health and Family Welfare, National Health Mission, Telangana",https://chfw.telangana.gov.in/,Working
1664,Health & Family welfare,"Corona Guidelines, Chhattisgarh",https://gad.cg.gov.in/cgcorona,Working
1665,Health & Family welfare,(Error: Message: no such element: Unab),(Error),Extraction Error
1666,Health & Family welfare,DHR Electronic Project Management System (e-PMS),https://schemes.dhr.gov.in/,Working
1667,Health & Family welfare,"DHS - Drug Licensing, Andaman &amp; Nicobar Islands",https://druglicense.andaman.gov.in/,Connection Failed
1668,Health & Family welfare,"Deen Dayal Upadhyay Hospital, Delhi",https://dduh.delhi.gov.in/,Working
1669,Health & Family welfare,"Deep Chand Bandhu Hospital, Delhi",https://dcbh.delhi.gov.in/,Working
1670,Health & Family welfare,Delhi Pharmacy Council,https://pharmacy.delhi.gov.in/,Working
1671,Health & Family welfare,Delhi State AIDS Control Society,https://dsacs.delhi.gov.in/,Working
1672,Health & Family welfare,Dental Council of India,https://dciindia.gov.in/,Working
1673,Health & Family welfare,"Department of Homeopathy, Delhi",https://homeopathy.delhi.gov.in/,Working
1674,Health & Family welfare,"Department of Sainik Welfare, Telangana",https://www.sainik.telangana.gov.in/,Connection Failed
1675,Health & Family welfare,Directorate General of Health Services (DGHS),https://dghs.gov.in/,Connection Failed
1676,Health & Family welfare,"Directorate General of Health Services, Delhi",https://dgehs.delhi.gov.in/,Working
1677,Health & Family welfare,"Directorate of AYUSH, Assam",https://ayush.assam.gov.in/,Working
1678,Health & Family welfare,"Directorate of AYUSH, Haryana",https://ayushharyana.gov.in/,Connection Failed
1679,Health & Family welfare,"Directorate of Ayurved, Rajasthan",https://ayurved.rajasthan.gov.in/,Working
1680,Health & Family welfare,"Directorate of Drugs Control, Bihar",https://xln.bihar.gov.in/,Connection Failed
1681,Health & Family welfare,"Directorate of Health Safety and Regulation, Himachal Pradesh",https://dhsr.hp.gov.in/,Working
1682,Health & Family welfare,"Directorate of Health Service (Family Welfare), Assam",https://dhsfw.assam.gov.in/,Working
1683,Health & Family welfare,"Directorate of Health Service, Assam",https://dhs.assam.gov.in/,Working
1684,Health & Family welfare,"Directorate of Health Services (DHS), Goa",https://dhsgoa.gov.in/,Connection Failed
1685,Health & Family welfare,"Directorate of Health Services, Kerala",https://www.dhs.kerala.gov.in/,Working
1686,Health & Family welfare,"Directorate of Health Services, Manipur",https://manipurhealthdirectorate.mn.gov.in/,Working
1687,Health & Family welfare,"Directorate of Health Services, National Health Mission, Goa",https://nhm.goa.gov.in/,Working
1688,Health & Family welfare,(Error: Message: no such element: Unab),(Error),Extraction Error
1689,Health & Family welfare,"Directorate of Medical Education &amp; Research, Himachal Pradesh",https://www.hp.gov.in/hpdmer,Working
1690,Health & Family welfare,"Directorate of Medical Education &amp; Training (DMET), Odisha",https://dmetodisha.gov.in/,Connection Failed
1691,Health & Family welfare,"Directorate of Medical Education, Assam",https://dme.assam.gov.in/,Working
1692,Health & Family welfare,"Directorate of Medical Education, Tripura",https://dme.tripura.gov.in/,Working
1693,Health & Family welfare,(Error: Message: no such element: Unab),(Error),Extraction Error
1694,Health & Family welfare,(Error: Message: no such element: Unab),(Error),Extraction Error
1695,Health & Family welfare,"Dr. Baba Shahab Ambedkar Hospital, Delhi",https://bsah.delhi.gov.in/,Working
1696,Health & Family welfare,"Dr. Hedgewar Aarogya Sansthan, Delhi",https://dhas.delhi.gov.in/,Working
1697,Health & Family welfare,"Dr. YSR Aarogyasri Health Care Trust, Andhra Pradesh",https://www.ysraarogyasri.ap.gov.in/,Connection Failed
1698,Health & Family welfare,"Drug Control Department, Karnataka",https://drugs.karnataka.gov.in/,Working
1699,Health & Family welfare,"Drugs Control Administration, Telangana",https://dca.telangana.gov.in/,Working
1700,Home affairs & National Security,"1st India Reserve Battalion, Bhondsi, Gurugram, Haryana",https://1stbnirb.haryanapolice.gov.in/,Dead (404)
1701,Home affairs & National Security,"2nd India Reserve Battalion, Bhondsi, Gurugram, Haryana",https://2ndirb.haryanapolice.gov.in/,Dead (404)
1702,Home affairs & National Security,Aapda Mitra Scheme,https://aapdamitra.ndma.gov.in/,Timeout
1703,Home affairs & National Security,"Ahmedabad District Police Office, Gujarat",https://spahmedabad.gujarat.gov.in/,Server Error
1704,Home affairs & National Security,"Amravati City Police, Maharashtra",https://amravaticitypolice.gov.in/,Working
1705,Home affairs & National Security,"Amravati Rural Police, Maharashtra",https://amravatiruralpolice.gov.in/,Working
1706,Home affairs & National Security,"Amreli District Police Office, Gujarat",https://www.spamreli.gujarat.gov.in/,Connection Failed
1707,Home affairs & National Security,"Amritsar Police, Punjab",https://amritsarcity.punjabpolice.gov.in/,Connection Failed
1708,Home affairs & National Security,"Anand District Police Office, Gujarat",https://www.spanand.gujarat.gov.in/,Connection Failed
1709,Home affairs & National Security,Andhra Pradesh Police,https://citizen.appolice.gov.in/,Working
1710,Home affairs & National Security,Andhra Pradesh Special Police (APSP),https://apsp.ap.gov.in/,Working
1711,Home affairs & National Security,Andhra Pradesh vigilance commission,https://apvc.ap.nic.in/,Connection Failed
1712,Home affairs & National Security,"Angul District Police, Odisha",https://angulpolice.nic.in/,Server Error
1713,Home affairs & National Security,"Anti Corruption Bureau, Andhra Pradesh",https://acb.ap.gov.in/,Connection Failed
1714,Home affairs & National Security,"Anti Corruption Bureau, Gujarat",https://www.acb.gujarat.gov.in/,Connection Failed
1715,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1716,Home affairs & National Security,"Anti Corruption Bureau, Maharashtra",https://www.acbmaharashtra.gov.in/,Working
1717,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1718,Home affairs & National Security,Arunachal Pradesh Police,https://arunpol.nic.in/,Connection Failed
1719,Home affairs & National Security,Assam Police Seva Setu,https://polcitizen.assam.gov.in/,Working
1720,Home affairs & National Security,"Assam Prison Headquarters, Assam",https://prisons.assam.gov.in/,Working
1721,Home affairs & National Security,Assam Rifles,https://assamrifles.gov.in/,Working
1722,Home affairs & National Security,Assam State Disaster Management Authority (ASDMA),https://asdma.assam.gov.in/,Working
1723,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1724,Home affairs & National Security,"Banaskantha District Police Office, Gujarat",https://spbanaskantha.gujarat.gov.in/,Server Error
1725,Home affairs & National Security,"Bankura District Police, West Bengal",https://bankurapolice.org/,Error (405)
1726,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1727,Home affairs & National Security,"Barnala Police, Punjab",https://barnala.punjabpolice.gov.in/,Working
1728,Home affairs & National Security,"Beed Police, Maharashtra",https://beedpolice.gov.in/,Working
1729,Home affairs & National Security,"Bengaluru Traffic Police, Karnataka",https://btp.gov.in/,Working
1730,Home affairs & National Security,Bharatpol Portal,https://bharatpol.cbi.gov.in/,Dead (404)
1731,Home affairs & National Security,"Bharuch District Police Office, Gujarat",https://spbharuch.gujarat.gov.in/,Server Error
1732,Home affairs & National Security,"Bhavnagar District Police Office, Gujarat",https://spbhavnagar.gujarat.gov.in/,Server Error
1733,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1734,Home affairs & National Security,Bihar Police,https://police.bihar.gov.in/,Working
1735,Home affairs & National Security,Bihar Police Sub-ordinate Services Commission (BPSSC),https://bpssc.bih.nic.in/,Timeout
1736,Home affairs & National Security,Border Security Force (BSF),https://www.bsf.gov.in/,Working
1737,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1738,Home affairs & National Security,Bureau of Immigration (BOI),https://boi.gov.in/,Working
1739,Home affairs & National Security,Bureau of Police Research and Development (BPR&amp;D),https://bprd.nic.in/,Connection Failed
1740,Home affairs & National Security,Central Bureau of Investigation (CBI),https://cbi.gov.in/,Working
1741,Home affairs & National Security,Central Detective Training Institute in Hyderabad,https://cdtihyd.gov.in/,Working
1742,Home affairs & National Security,"Central Forensic Science Laboratory (CFSL), Bhopal",https://www.cfslbpl.gov.in/,Working
1743,Home affairs & National Security,"Central Forensic Science Laboratory (CFSL), Guwahati",https://cfslghy.gov.in/,Working
1744,Home affairs & National Security,"Central Forensic Science Laboratory (CFSL), Hyderabad",https://cfslhyd.gov.in/,Working
1745,Home affairs & National Security,Central Hindi Training Institute,https://chti.rajbhasha.gov.in/,Working
1746,Home affairs & National Security,Central Industrial Security Force (CISF),https://cisfrectt.cisf.gov.in/,Working
1747,Home affairs & National Security,"Central Jail, Delhi",https://tiharprisons.delhi.gov.in/,Working
1748,Home affairs & National Security,Central Reserve Police Force (CRPF),https://crpf.gov.in/,Error (405)
1749,Home affairs & National Security,"Central Selection Board of Constable, Patna, Bihar",https://csbc.bihar.gov.in/,Dead (404)
1750,Home affairs & National Security,Central Translation Bureau,https://ctb.rajbhasha.gov.in/,Connection Failed
1751,Home affairs & National Security,Central Vigilance Commission (CVC),https://cvc.gov.in/,Working
1752,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1753,Home affairs & National Security,"Chandrapur Police, Maharashtra",https://chandrapurpolice.gov.in/,Error (403)
1754,Home affairs & National Security,"Charkhi Dadri Police, Haryana",https://charkhidadri.haryanapolice.gov.in/,Dead (404)
1755,Home affairs & National Security,Chhattisgarh Police,https://cgpolicehelp.cgstate.gov.in/,Connection Failed
1756,Home affairs & National Security,"Chittoor District Police, Andhra Pradesh",https://chittoorpolice.ap.gov.in/,Working
1757,Home affairs & National Security,"Civil Defence &amp; Home Guards, Assam",https://dgcd.assam.gov.in/,Working
1758,Home affairs & National Security,Civil Defence Warriors Portal,https://civildefencewarriors.gov.in/,Dead (404)
1759,Home affairs & National Security,"Civil Defence, Gujarat",https://www.civildefence.gujarat.gov.in/,Connection Failed
1760,Home affairs & National Security,Committee of Parliament on Official Language,https://samiti.rajbhasha.gov.in/,Working
1761,Home affairs & National Security,"Crime Against Women &amp; Children Wing, Odisha",https://cawach.odisha.gov.in/,Working
1762,Home affairs & National Security,"Crime Branch, Jammu and Kashmir Police, Jammu and Kashmir",https://crimebranchjkpolice.nic.in/,Connection Failed
1763,Home affairs & National Security,"Crime and Criminal Tracking Network and Systems (CCTNS), Odisha",https://citizenportal-op.gov.in/,Working
1764,Home affairs & National Security,"Criminal Investigation Department, West Bengal",https://cid.wb.gov.in/,Connection Failed
1765,Home affairs & National Security,Cyber Police Portal,https://cyberpolice.nic.in/,Dead (404)
1766,Home affairs & National Security,"Cyberabad Metropolitan Police, Telangana",https://www.cyberabadpolice.gov.in/,Connection Failed
1767,Home affairs & National Security,Cyberabad Police Permission Management System,https://cybpms.telangana.gov.in/,Server Error
1768,Home affairs & National Security,"Cyberabad Traffic Police, Telangana",https://ctp.gov.in/,Connection Failed
1769,Home affairs & National Security,Cybercrime Reporting Portal,https://cybercrime.gov.in/,Connection Failed
1770,Home affairs & National Security,"Dahod District Police Office, Gujarat",https://spdahod.gujarat.gov.in/,Server Error
1771,Home affairs & National Security,Delhi Police Senior Citizen Portal,https://seniorcitizen.delhipolice.gov.in/,Working
1772,Home affairs & National Security,Delhi Traffic Police,https://traffic.delhipolice.gov.in/,Working
1773,Home affairs & National Security,Department of Delhi Fire Service,https://dfs.delhi.gov.in/,Working
1774,Home affairs & National Security,"Department of Fire Services, Himachal Pradesh",https://himachal.nic.in/fireservices,Working
1775,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1776,Home affairs & National Security,Digital Forensic Virtual Classroom,https://nielitcyberforensics.in/,Connection Failed
1777,Home affairs & National Security,"Digital Police Portal by NCRB, MHA",https://digitalpolice.gov.in/,Working
1778,Home affairs & National Security,"Director General of Police (DGP), Gujarat",https://www.police.gujarat.gov.in/,Connection Failed
1779,Home affairs & National Security,"Directorate General-Fire Services, Civil Defense and Home Guards",https://dgfscdhg.gov.in/,Working
1780,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1781,Home affairs & National Security,"Directorate of Census Operation, Rajasthan",https://rajasthan.census.gov.in/,Working
1782,Home affairs & National Security,"Directorate of Civil Defence &amp; Home Guards, Meghalaya",https://meghomeguards.gov.in/,Working
1783,Home affairs & National Security,Directorate of Coordination Police Wireless,https://www.dcpw.gov.in/,Connection Failed
1784,Home affairs & National Security,"Directorate of Fire and Emergency Services, Goa",https://www.dfes.goa.gov.in/,Connection Failed
1785,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1786,Home affairs & National Security,"Directorate of Forensic Science, Government of Assam",https://forensic.assam.gov.in/,Working
1787,Home affairs & National Security,"Directorate of Home Guards, Civil Defence &amp; State Disaster Response Force (SDRF), Nagaland",https://hgcdsdrf.nagaland.gov.in/,Timeout
1788,Home affairs & National Security,"Directorate of Prisons, Tripura",https://prisons.tripura.gov.in/,Working
1789,Home affairs & National Security,"Directorate of Prosecution, Tamil Nadu",https://prosecution.tn.gov.in/,Connection Failed
1790,Home affairs & National Security,"Directorate of Sainik Welfare and Rehabilitation, Uttar Pradesh",https://skpn.up.gov.in/,Dead (404)
1791,Home affairs & National Security,"Directorate of Sainik Welfare, Chhattisgarh",https://sainikwelfare.cg.gov.in/directorate/html/en/directorate_chhattisgarh_home_en.html,Working
1792,Home affairs & National Security,"Directorate of Sainik Welfare, Madhya Pradesh",https://www.sainikkalyan.mp.gov.in/,Working
1793,Home affairs & National Security,"Directorate of Vigilance &amp; Anti-Corruption, Tamil Nadu",https://www.dvac.tn.gov.in/,Working
1794,Home affairs & National Security,"Drugs Control Administration, Andhra Pradesh",https://apdca.ap.gov.in/,Connection Failed
1795,Home affairs & National Security,"Economic Offences Wing, Tamil Nadu",https://www.tneow.gov.in/,Connection Failed
1796,Home affairs & National Security,"Ernakulam Rural Police, Kerala",https://ernakulamrural.keralapolice.gov.in/,Working
1797,Home affairs & National Security,"Fire &amp; Emergency Service, Meghalaya",https://megfireservice.gov.in/,Working
1798,Home affairs & National Security,"Fire &amp; Emergency Services, Assam",https://fireandemergencyservices.assam.gov.in/,Working
1799,Home affairs & National Security,"Fire &amp; Emergency Services, Tripura",https://fireservice.tripura.gov.in/,Working
1800,Home affairs & National Security,"Fire and Rescue Services, Tamil Nadu",https://www.tnfrs.tn.gov.in/,Working
1801,Home affairs & National Security,Foreigner's Identification Portal (FIP),https://identification.mha.gov.in/,Connection Failed
1802,Home affairs & National Security,"Forensic Science Laboratory, Mizoram",https://forensic.mizoram.gov.in/,Working
1803,Home affairs & National Security,"GRP Ajmer Police, Rajasthan",https://grpajmerpolice.rajasthan.gov.in/,Working
1804,Home affairs & National Security,"Gadchiroli Police, Maharashtra",https://gadchirolipolice.gov.in/,Working
1805,Home affairs & National Security,"Gandhinagar District Police Office, Gujarat",https://spgandhinagar.gujarat.gov.in/,Server Error
1806,Home affairs & National Security,"Gondia Police, Maharashtra",https://gondiapolice.gov.in/,Working
1807,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1808,Home affairs & National Security,"Guest Verification System, Jharkhand",https://jhpoliceverification.nic.in/,Connection Failed
1809,Home affairs & National Security,(Error: Message: no such element: Unab),(Error),Extraction Error
1810,Home affairs & National Security,"Haryana Police Academy, Haryana",https://hpa.haryanapolice.gov.in/,Dead (404)
1811,Home affairs & National Security,"Haryana Police, Haryana",https://haryanapolice.gov.in/,Working
1812,Home affairs & National Security,"Hingoli Police, Maharashtra",https://hingolipolice.gov.in/,Working
1813,Home affairs & National Security,"Home (Political) Department, Meghalaya",https://meghalaya.gov.in/dept/33,Working
1814,Home affairs & National Security,"Home Department, Delhi",https://home.delhi.gov.in/,Working
1815,Home affairs & National Security,"Home Department, Sikkim",https://sikkim.gov.in/departments/home-department,Timeout
1816,Home affairs & National Security,"Home Guard Department, Rajasthan",https://home.rajasthan.gov.in/content/homeportal/en/homeguardsdepartment.html,Error (403)
1817,Home affairs & National Security,"Home Guards Department, Himachal Pradesh",https://himachal.nic.in/index.php?lang=1&dpt_id=172,Dead (404)
1818,Home affairs & National Security,"Home Guards, Gujarat",https://www.homeguards.gujarat.gov.in/,Connection Failed
1819,Home affairs & National Security,"Home and Hill Affairs Department, West Bengal",https://home.wb.gov.in/,Connection Failed
1820,Home affairs & National Security,"Hyderabad Citi Police, Telangana",https://www.hyderabadpolice.gov.in/,Working
1821,Home affairs & National Security,"Hyderabad Traffic Police, Telangana",https://www.htp.gov.in/,Working
1822,Home affairs & National Security,India Disaster Resource Network (IDRN),https://idrn.nidm.gov.in/,Working
1823,Home affairs & National Security,"India Reserve Battalion (IRB), Bhondsi, Gurugram, Haryana",https://igirb.haryanapolice.gov.in/,Dead (404)
1824,Home affairs & National Security,Indian Police in Service of the Nation,https://www.police.gov.in/,Working
1825,Housing & Urban Development,AAINA-Dashboard for cities,https://aaina.gov.in/,Connection Failed
1826,Housing & Urban Development,"AWAS – Housing Board Computerization, Chhattisgarh",https://cghb.cg.nic.in/,Working
1827,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1828,Housing & Urban Development,Andhra Pradesh Township and Infrastructure Development Corporation (APTIDCO),https://aptidco.ap.gov.in/,Working
1829,Housing & Urban Development,Assam Urban Infrastructure Development and Finance Corporation,https://auidfcl.assam.gov.in/,Connection Failed
1830,Housing & Urban Development,Assam Urban Infrastructure Investment Program (AUIIP),https://auiip.nic.in/,Timeout
1831,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1832,Housing & Urban Development,"Automatic Allotment of Government Accommodation, Andaman &amp; Nicobar Islands",https://aaga.andaman.gov.in/,Connection Failed
1833,Housing & Urban Development,"BHULEKH - Land Records Computerization, Uttrakhand",https://bhulekh.uk.gov.in/,Connection Failed
1834,Housing & Urban Development,"Bangalore Metropolitan Task Force, Karnataka",https://bmtf.gov.in/,Timeout
1835,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1836,Housing & Urban Development,"Bhubaneswar Smart City Limited, Odisha",https://www.smartcitybhubaneswar.gov.in/,Working
1837,Housing & Urban Development,Building Materials and Technology Promotion Council (BMTPC),https://www.bmtpc.org/,Working
1838,Housing & Urban Development,Building Related Information and Knowledge System (BRIKS),https://briks.gov.in/,Working
1839,Housing & Urban Development,CPWD Sewa - Central Public Works Department (CPWD),https://cpwdsewa.gov.in/,Working
1840,Housing & Urban Development,Central Government Employees Welfare Housing Organisation (CGEWHO),https://www.cgewho.in/,Working
1841,Housing & Urban Development,Central Public Health and Environmental Engineering Organisation (CPHEEO),https://cpheeo.gov.in/,Connection Failed
1842,Housing & Urban Development,Central Public Works Department (CPWD),https://cpwd.gov.in/,Connection Failed
1843,Housing & Urban Development,Central Vista Project,https://centralvista.gov.in/,Connection Failed
1844,Housing & Urban Development,City Finance,https://cityfinance.in/,Working
1845,Housing & Urban Development,"Commissioner and Director of Municipal Administration, Telangana",https://emunicipal.telangana.gov.in/,Working
1846,Housing & Urban Development,"Commissioner of Municipalities Administration, Urban Development &amp; Urban Housing Department, Gujarat",https://communi.gujarat.gov.in/,Working
1847,Housing & Urban Development,Deendayal Antyodaya Yojana,https://nulm.gov.in/,Working
1848,Housing & Urban Development,Delhi Co-operative Housing Finance Corporation Ltd.,https://www.dchfcdelhi.nic.in/,Dead (404)
1849,Housing & Urban Development,Delhi Urban Art Commission (DUAC),https://www.duac.org.in/,Working
1850,Housing & Urban Development,"Department of Architecture, Haryana",https://architecturehry.gov.in/,Working
1851,Housing & Urban Development,"Directorate of Boilers, Tamil Nadu",https://www.boilers.tn.gov.in/,Connection Failed
1852,Housing & Urban Development,Directorate of Estates,https://esampada.mohua.gov.in/,Working
1853,Housing & Urban Development,"Directorate of Estates, Madhya Pradesh",https://sampada.mp.gov.in/,Dead (404)
1854,Housing & Urban Development,"Directorate of Municipal Administration, Assam",https://dma.assam.gov.in/,Working
1855,Housing & Urban Development,Directorate of Printing,https://dop.gov.in/,Working
1856,Housing & Urban Development,"Directorate of Town and Country Planning, Andhra Pradesh",https://portal.apdpms.ap.gov.in/,Connection Failed
1857,Housing & Urban Development,"Directorate of Town and Country Planning, Madhya Pradesh",https://mptownplan.gov.in/,Working
1858,Housing & Urban Development,"Directorate of Urban Transport, Uttar Pradesh",https://uputd.gov.in/,Connection Failed
1859,Housing & Urban Development,"Environment Protection in Government Colonies, Directorate of Estates",https://epgc.gov.in/,Working
1860,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1861,Housing & Urban Development,Global Housing Technology Challenge (GHTC),https://ghtc-india.gov.in/,Working
1862,Housing & Urban Development,Goa Housing Board,https://ghb.goa.gov.in/,Working
1863,Housing & Urban Development,"Government of India Stationery Office, Kolkata",https://giso.gov.in/,Working
1864,Housing & Urban Development,"Gujarat Real Estate Regulatory Authority, Gujarat",https://gujrera.gujarat.gov.in/,Connection Failed
1865,Housing & Urban Development,"Gujarat Social Infrastructure Development Society, General Administration Department (Planning), Gujarat",https://gujhd.gujarat.gov.in/,Server Error
1866,Housing & Urban Development,"Haldia Development Authority (HDA), West Bengal",https://www.hda.gov.in/,Working
1867,Housing & Urban Development,"Haryana Real Estate Regulatory Authority (HRERA), Haryana",https://haryanarera.gov.in/,Working
1868,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1869,Housing & Urban Development,"Housing &amp; Urban Development Department, Jammu &amp; Kashmir",https://jkhudd.gov.in/,Connection Failed
1870,Housing & Urban Development,Housing and Urban Development Corporation Limited (HUDCO),https://hudco.org.in/,Working
1871,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1872,Housing & Urban Development,"Jal Shakti Vibhag, Himachal Pradesh",https://iph.hp.nic.in/,Dead (404)
1873,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1874,Housing & Urban Development,"Kerala Real Estate Regulatory Authority (E-RERA), Kerala",https://rera.kerala.gov.in/,Working
1875,Housing & Urban Development,"Kolkata Metropolitan Development Authority, West Bengal",https://kmda.wb.gov.in/,Connection Failed
1876,Housing & Urban Development,"Konkan Post Lottery System, Maharashtra",https://postlottery1.mhada.gov.in/,Working
1877,Housing & Urban Development,Land and Development Office,https://ldo.gov.in/,Working
1878,Housing & Urban Development,"Land and Land Reform &amp; Refugee Relief and Rehabilitation Department, West Bengal",https://banglarbhumi.gov.in/,Connection Failed
1879,Housing & Urban Development,"Maharashtra Housing and Area Development Authority (MHADA), Maharashtra",https://www.mhada.gov.in/,Working
1880,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1881,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1882,Housing & Urban Development,"Meghalaya Urban Development Agency (MUDA), Meghalaya",https://mudashillong.gov.in/,Working
1883,Housing & Urban Development,"Mission for Elimination of Poverty in Municipal Areas, Telangana",https://tmepma.cgg.gov.in/,Working
1884,Housing & Urban Development,"Moradabad Development Authority, Uttar Pradesh",https://mdamoradabad.up.gov.in/,Working
1885,Housing & Urban Development,"Nagar Vikas Vibag, Maharashtra",https://urban.maharashtra.gov.in/,Working
1886,Housing & Urban Development,National Buildings Organisation,https://nbo.gov.in/,Working
1887,Housing & Urban Development,National Capital Region Planning Board (NCRPB),https://ncrpb.nic.in/,Working
1888,Housing & Urban Development,National Cooperative Housing Federation of India (NCHFI),https://www.nchfindia.net/,Working
1889,Housing & Urban Development,National Institute of Urban Affairs (NIUA),https://niua.in/,Working
1890,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1891,Housing & Urban Development,National Real Estate Development Council,https://naredco.in/,Working
1892,Housing & Urban Development,National Rural Infrastructure Development Agency (NRIDA),https://pmgsy.nic.in/,Connection Failed
1893,Housing & Urban Development,National Urban Digital Mission,https://www.nudm.mohua.gov.in/,Connection Failed
1894,Housing & Urban Development,"Nava Raipur Atal Nagar Vikas Pradhikaran, Chhattisgarh",https://navaraipuratalnagar.com/,Connection Failed
1895,Housing & Urban Development,"New Town Kolkata Development Authority, West Bengal",https://www.nkdamar.org/,Working
1896,Housing & Urban Development,"Odisha Real Estate Appellate Tribunal (OREAT), Odisha",https://oreat.nic.in/,Working
1897,Housing & Urban Development,"Online Building Permission System (OBPS), Arunachal Pradesh",https://obps.arunachal.gov.in/,Too Many Redirects
1898,Housing & Urban Development,"Online Building Plan Approval System, Haryana",https://haryanabpas.gov.in/,Dead (404)
1899,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1900,Housing & Urban Development,Portal for Analytical Regional Information and Mapping of NCR (PARIMAN),https://ncrpbgis.nic.in/NCR/index/index.html,Dead (404)
1901,Housing & Urban Development,"Portal of Tribal Welfare Department, Andhra Pradesh",https://aptribes.ap.gov.in/,Working
1902,Housing & Urban Development,"Povertiy Eradication Mission (Kudumbashree), Kerala",https://www.kudumbashree.org/,Working
1903,Housing & Urban Development,Pradhan Mantri Awas Yojana (Urban),https://pmay-urban.gov.in/,Working
1904,Housing & Urban Development,Pradhan Mantri Awas Yojana (Urban)-MIS Portal,https://pmaymis.gov.in/,Working
1905,Housing & Urban Development,Pradhan Mantri Awas Yojana-Urban : CLSS Awas Portal (CLAP),https://pmayuclap.gov.in/,Working
1906,Housing & Urban Development,"Public Health &amp; Municipal Engineering Department (PHMED), Telangana",https://publichealth.telangana.gov.in/,Working
1907,Housing & Urban Development,"Public Health Engineering Organisation (PHEO), Odisha",https://www.pheoodisha.gov.in/,Working
1908,Housing & Urban Development,"Public Works Department (B&amp;R), Haryana",https://awas.haryanapwd.gov.in/,Working
1909,Housing & Urban Development,"Rajasthan Real Estate Regulatory Authority, Rajasthan",https://rera.rajasthan.gov.in/,Working
1910,Housing & Urban Development,Real Estate Regulation and Development Act,https://rera.mohua.gov.in/,Working
1911,Housing & Urban Development,"Real Estate Regulatory Authority (RERA), Delhi",https://rera.delhi.gov.in/,Connection Failed
1912,Housing & Urban Development,"Real Estate Regulatory Authority (RERA), Uttar Pradesh",https://up-rera.in/index,Working
1913,Housing & Urban Development,"Real Estate Regulatory Authority, Goa",https://rera.goa.gov.in/reraApp,Working
1914,Housing & Urban Development,"Real Estate Regulatory Authority, Madhya Pradesh",https://rera.mp.gov.in/,Connection Failed
1915,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1916,Housing & Urban Development,"Rural Housing, Odisha",https://rhodisha.gov.in/,Timeout
1917,Housing & Urban Development,"Settlement Commissioner and Director of Land Records, Gujarat",https://landrecords.gujarat.gov.in/,Server Error
1918,Housing & Urban Development,Smart Cities Mission,https://smartcities.gov.in/,Connection Failed
1919,Housing & Urban Development,"Special Area Development Project for Kalahandi, Bolangir and Koraput (KBK), Odisha",https://kbk.nic.in/,Connection Failed
1920,Housing & Urban Development,"Srinagar Development Authority, Jammu and Kashmir",https://sdasrinagar.jk.gov.in/,Error (401)
1921,Housing & Urban Development,(Error: Message: no such element: Unab),(Error),Extraction Error
1922,Housing & Urban Development,"State Investment and Project Management and Implementation Unit (SIPMIU), Shillong, Megalaya",https://sipmiu.nic.in/,Working
